"OTU","Sample","Abundance","Kingdom","Phylum"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0017",79589,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0022",67594,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0027",62578,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0025",60746,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0023",58314,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0014",57811,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0026",57209,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0006",55727,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0001",52107,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0013",51366,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0019",49215,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0015",47774,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0030",46410,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0008",46197,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0003",46068,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0002",43724,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0028",43152,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0004",42187,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0018",41577,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0009",38879,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0020",36907,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0016",34301,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0011",33483,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0024",33218,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0021",31746,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0029",31689,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0007",31152,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0010",30878,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0012",29371,"teria","teroidota"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0005",28606,"teria","teroidota"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0004",19336,"teria","micutes"
"ef26904830b91caa86a460c041c77fd4","S00PP-0016",15557,"teria","rucomicrobiota"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0005",15043,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0011",15022,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0010",13769,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0020",13450,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0001",12668,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0024",12641,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0003",12296,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0002",11567,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0012",11327,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0009",11165,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0007",9876,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0019",8849,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0029",8446,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0014",7566,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0026",7486,"teria","micutes"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0007",7479,"teria","nobacteria"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0016",7201,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0025",7166,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0018",6961,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0006",6842,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0028",6813,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0021",6671,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0017",6178,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0030",6029,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0008",5676,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0013",5357,"teria","micutes"
"ef26904830b91caa86a460c041c77fd4","S00PP-0029",5342,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0028",5085,"teria","rucomicrobiota"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0022",4986,"teria","micutes"
"ef26904830b91caa86a460c041c77fd4","S00PP-0018",4724,"teria","rucomicrobiota"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0023",4354,"teria","micutes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0015",3926,"teria","micutes"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0001",3419,"teria","nobacteria"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0027",3364,"teria","micutes"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0002",2993,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0018",2878,"teria","teobacteria"
"183d7a6a20b38695342d58bce245f3be","S00PP-0005",1848,"teria","rochaetota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0021",1734,"teria","nobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0018",1701,"teria","nobacteria"
"ef26904830b91caa86a460c041c77fd4","S00PP-0030",1629,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0006",1509,"teria","rucomicrobiota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0008",1333,"teria","nobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0011",1329,"teria","nobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0021",1297,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0006",1169,"teria","pilobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0002",1128,"teria","ulfobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0002",1101,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0028",1024,"teria","ulfobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0027",1016,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0028",999,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0029",992,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0030",990,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0028",989,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0003",977,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0009",973,"teria","ulfobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0006",954,"teria","teobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0009",933,"teria","nobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0014",916,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0023",890,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0004",889,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0008",806,"teria","teobacteria"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0018",788,"haea","yarchaeota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0020",776,"teria","rochaetota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0027",776,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0026",771,"teria","rochaetota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0014",766,"teria","rochaetota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0014",742,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0026",722,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0008",709,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0010",691,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0030",686,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0025",669,"teria","teobacteria"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0022",594,"haea","yarchaeota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0026",557,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0005",556,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0007",544,"teria","rochaetota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0001",531,"haea","yarchaeota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0012",528,"teria","rochaetota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0015",526,"teria","pilobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0022",494,"teria","rochaetota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0015",479,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0012",478,"teria","ulfobacterota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0015",473,"teria","nobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0006",469,"teria","nobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0007",454,"teria","ulfobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0027",453,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0003",448,"teria","pilobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0025",447,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0009",445,"teria","rochaetota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0013",434,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0018",427,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0023",426,"teria","pilobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0018",421,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0030",419,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0024",415,"teria","ulfobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0009",412,"teria","pilobacterota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0011",412,"teria","simicrobiota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0020",389,"teria","nobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0006",377,"teria","ulfobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0007",362,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0026",357,"teria","pilobacterota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0023",353,"teria","nobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0022",340,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0020",334,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0024",331,"teria","rochaetota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0011",328,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0021",318,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0029",307,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0013",304,"teria","rochaetota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0009",283,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0022",264,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0007",259,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0012",258,"teria","pilobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0001",256,"teria","rochaetota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0020",246,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0001",234,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0013",232,"teria","teobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0030",229,"teria","nobacteria"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0011",211,"haea","rmoplasmatota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0027",210,"teria","rochaetota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0013",202,"teria","nobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0004",202,"teria","pilobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0007",196,"haea","rmoplasmatota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0012",195,"teria","teobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0024",193,"teria","teobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0011",187,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0029",186,"teria","pilobacterota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0022",182,"teria","nobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0027",181,"teria","nobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0025",161,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0016",161,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0019",150,"teria","ulfobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0019",145,"teria","teobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0019",144,"teria","nobacteria"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0021",144,"teria","teobacteria"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0026",141,"haea","yarchaeota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0017",131,"teria","rochaetota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0024",130,"teria","nobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0020",125,"teria","pilobacterota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0017",121,"teria","teobacteria"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0014",118,"teria","nobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0017",118,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0015",112,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0003",112,"teria","ulfobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0001",111,"teria","pilobacterota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0027",110,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0013",106,"teria","simicrobiota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0025",100,"teria","rochaetota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0004",100,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0021",99,"teria","rochaetota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0008",94,"teria","ulfobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0023",94,"teria","ulfobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0025",89,"haea","yarchaeota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0010",84,"teria","nobacteria"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0018",80,"haea","rmoplasmatota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0018",78,"teria","rochaetota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0014",73,"haea","yarchaeota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0019",71,"teria","rochaetota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0028",68,"teria","nobacteria"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0024",63,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0019",63,"teria","pilobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0004",62,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0024",59,"teria","pilobacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0014",57,"teria","ulfobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0023",52,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0022",52,"teria","pilobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0028",52,"haea","rmoplasmatota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0002",43,"haea","yarchaeota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0012",43,"teria","simicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0014",43,"teria","rucomicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0008",42,"teria","simicrobiota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0013",42,"haea","rmoplasmatota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0016",41,"teria","ulfobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0008",40,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0016",40,"teria","pilobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0007",39,"haea","yarchaeota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0001",39,"teria","simicrobiota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0001",36,"teria","ulfobacterota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0007",36,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0010",36,"teria","simicrobiota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0012",35,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0001",34,"teria","rucomicrobiota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0015",33,"teria","rochaetota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0013",33,"teria","rucomicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0029",32,"haea","yarchaeota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0011",32,"teria","ulfobacterota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0005",30,"teria","nobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0010",30,"teria","ulfobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0006",30,"haea","rmoplasmatota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0026",29,"teria","inobacteriota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0011",28,"teria","rochaetota"
"36b0b251d44111826aa72760204004f9","S00PP-0007",27,"teria","erribacterota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0030",27,"teria","inobacteriota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0013",27,"teria","ulfobacterota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0004",26,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0013",25,"haea","yarchaeota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0014",25,"haea","rmoplasmatota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0011",24,"teria","rucomicrobiota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0014",22,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0024",22,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0017",21,"teria","rucomicrobiota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0008",21,"haea","rmoplasmatota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0009",20,"teria","rucomicrobiota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0010",18,"teria","pilobacterota"
"36b0b251d44111826aa72760204004f9","S00PP-0020",17,"teria","erribacterota"
